,对话编号,私信位置,应答,错最多次相应的应答,是否相同,问题类型,仅含车型信息,是否问句,是否首句,车型,车型配置,门店地址,留联系方式,新车,二手车,求联系,车型_陈述,该句车型,是否留过联系方式,上牌_问句,落地价_问句,裸车价_问句,优惠_问句,现车_问句,贷款_问句,非九大类问句,非九大类问句_首句,非九大类问句_首句_车型,分词结果,具体车型,Y,Ys,Z
132,56,1,目前优惠XX个点。,目前优惠XX个点。,相同,优惠问题,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"['Q5L40', '现在', '优惠', '多少', '点', '？']",Q5L,9,9,1
133,56,2,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['15620263333'],Q5L,1,1,1
134,57,1,哪个配置？,【留资】,不同,non,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,['22A4'],A4,6,4,0
135,58,1,【留资】,您想咨询哪款车型？,不同,non,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"['可以', '推荐', '我', '一些', '适合', '上班', '年轻', '女士', '开车', '吗', '？']",空,2,6,0
136,58,2,【留资】,您想咨询哪款车型？,不同,优惠问题,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"['你们', '可以', '推荐', '一些', '目前', '活动', '力度', '比较', '大', '大概', '在', '二十万左右', '车', '吗']",空,2,6,0
137,58,3,【留资】,【留资】,相同,non,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['我', '想', '过来', '试车', '话', '提前', '预约', '吗', '？']",空,6,6,1
138,58,4,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['123456788'],空,1,1,1
139,59,1,您想咨询哪款车型？,您想咨询哪款车型？,相同,non,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['你好'],空,2,2,1
140,59,2,省内可以/外省不行。,【空】,不同,non,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['请问', '异地', '上', '牌', '方便', '吗', '？']",空,7,8,0
141,59,3,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['好', '19238239878']",空,1,1,1
142,60,1,您想咨询哪款车型？,您想咨询哪款车型？,相同,non,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['HIHI'],空,2,2,1
143,60,2,【留资】,【留资】,相同,non,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['问车', '怎么', '联系', '啊']",空,6,6,1
144,60,3,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['12222222222'],空,1,1,1
145,61,1,新车还是二手车？,新车还是二手车？,相同,落地价问题,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['Q2', '多少', '钱']",Q2,3,3,1
146,61,2,哪个配置？,哪个配置？,相同,落地价问题,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['新车'],Q2,4,4,1
147,62,1,有的/目前没有，但是很快就到/我们店没这款车。,有的/目前没有，但是很快就到/我们店没这款车。,相同,现车问题,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"['你好', 'A645', '两', '驱动', '感天', '云灰有', '现车', '吗']",A6,10,10,1
148,62,2,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['15537551016', '姜', '女士']",A6,1,1,1
149,62,3,【空】,【空】,相同,non,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['谢谢'],A6,7,7,1
150,63,1,【留资】,目前优惠XX个点。,不同,non,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"['我', '上', '5', '月份', '刚买', '奥迪', 'Q5L', '最近', '车辆', '熄火', '后', '仪表盘', '我', '感觉', '和', '以前', '不', '一样']",Q5L,9,6,0
151,64,1,新车还是二手车？,新车还是二手车？,相同,现车问题,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"['现在', 'A4', '济宁', '有', '现车', '吗']",A4,3,3,1
152,64,2,哪个配置？,哪个配置？,相同,现车问题,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['新车'],A4,4,4,1
153,65,1,您想咨询哪款车型？,您想咨询哪款车型？,相同,non,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"['在', '吗', '亲']",空,2,2,1
154,65,2,落地XX万左右。,落地XX万左右。,相同,落地价问题,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,"['现在', 'A6', '动感', '45', '两驱', '优惠', '多少', '米', '现金']",A6,0,0,1
155,66,1,您想咨询哪款车型？,您想咨询哪款车型？,相同,non,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"['有人', '在', '吗']",空,2,2,1
156,66,2,【留资】,【留资】,相同,non,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['我想', '问下', '刚刚', '直播', '主持', '能', '不能', '加下', '我', '微信']",空,6,6,1
157,67,1,【留资】,【留资】,相同,non,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,"['现在', '能', '预定', 'A4L', '吗']",A4,6,6,1
158,67,2,【空】,【空】,相同,non,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['好'],A4,7,7,1
159,67,3,【留资】,【留资】,相同,non,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['微信', '吗']",A4,6,6,1
160,68,1,落地XX万左右。,落地XX万左右。,相同,落地价问题,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,"['Q5L175', '万公里', '台', '多少', '钱']",Q5L,0,0,1
161,69,1,您想咨询哪款车型？,您想咨询哪款车型？,相同,non,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['HELLO'],空,2,2,1
162,69,2,【留资】,【留资】,相同,non,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['有', '什么', '推荐', '车', '吗', '？']",空,6,6,1
163,70,1,新车还是二手车？,新车还是二手车？,相同,贷款问题,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Q3', '贷', '是不是', '免息', '？']",Q3,3,3,1
164,70,2,哪个配置？,哪个配置？,相同,贷款问题,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,['新车'],Q3,4,4,1
165,70,3,【留资】,哪个配置？,不同,贷款问题,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,['二手'],Q3,4,6,0
166,71,1,您想咨询哪款车型？,您想咨询哪款车型？,相同,落地价问题,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"['现在', '奥迪', '6', '入门级', '什么', '价位', '？']",空,2,2,1
167,72,1,您想咨询哪款车型？,您想咨询哪款车型？,相同,non,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"['你好', '你们', '4S店', '是', '几点', '下班', '？']",空,2,2,1
168,72,2,新车还是二手车？,新车还是二手车？,相同,落地价问题,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,['A4'],A4,3,3,1
169,72,3,落地XX万左右。,落地XX万左右。,相同,落地价问题,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,['二手车'],A4,0,0,1
170,72,4,哪个配置？,哪个配置？,相同,落地价问题,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,"['我', '想', '了解', '奥迪', 'A4', '目前']",A4,4,4,1
171,73,1,【留资】,【留资】,相同,non,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,"['你好', '我', '想', '咨询', '18', '年', 'A4']",A4,6,6,1
172,73,2,【留资】,【留资】,相同,贷款问题,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"['首付', '多少', '贷', '利率', '是', '多少']",A4,6,6,1
173,74,1,【留资】,【留资】,相同,non,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,"['A6', '最', '便宜', '二手车', '有', '哪']",A6,6,6,1
174,75,1,【留资】,您想咨询哪款车型？,不同,non,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"['想', '买', '辆车', '新车', '25', '万', '以内', '有', '推荐', '吗']",空,2,6,0
175,75,2,【留资】,【留资】,相同,non,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['你', '有', '推荐', '吗']",空,6,6,1
176,76,1,新车还是二手车？,目前优惠XX个点。,不同,落地价问题,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,['A6'],A6,9,3,0
177,76,2,哪个配置？,哪个配置？,相同,优惠问题,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"['A6', '现在', '打折', '吗']",A6,4,4,1
178,77,1,新车还是二手车？,新车还是二手车？,相同,落地价问题,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['A435', '多少', '钱', '？']",A4,3,3,1
179,77,2,落地XX万左右。,落地XX万左右。,相同,落地价问题,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['新车'],A4,0,0,1
180,78,1,落地XX万左右。,【店里统一分配顾问】,不同,落地价问题,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['想', '了解', 'A440', '豪华', '多少', '钱', '上路']",A4,5,0,0
181,79,1,您想咨询哪款车型？,您想咨询哪款车型？,相同,优惠问题,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"['这个', '你', '你', '边', '有没有', '优惠', '啊', '？', '这个', '优惠', '多少', '钱', '？']",空,2,2,1
182,79,2,哪个配置？,新车还是二手车？,不同,优惠问题,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"['奥迪', 'Q5L']",Q5L,3,4,0
183,80,1,有的/目前没有，但是很快就到/我们店没这款车。,有的/目前没有，但是很快就到/我们店没这款车。,相同,现车问题,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"['A6L55', '致雅有', '现车', '吗']",A6,10,10,1
184,81,1,【留资】,【留资】,相同,non,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,"['A4L', '最近', '涨价', '了', '吗']",A4,6,6,1
185,81,2,新车还是二手车？,新车还是二手车？,相同,落地价问题,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['A4L', '最低价', '多少', '能', '拿下']",A4,3,3,1
186,81,3,落地XX万左右。,落地XX万左右。,相同,落地价问题,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"['豪华', '动感']",A4,0,0,1
187,81,4,裸车XX万左右。,裸车XX万左右。,相同,裸车价问题,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"['裸', '车价', '多少']",A4,11,11,1
188,81,5,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['JAM', '_', 'COOLING', '是', '我', '微', '信号']",A4,1,1,1
189,82,2,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['18722222336'],空,1,1,1
190,83,1,哪个配置？,哪个配置？,相同,落地价问题,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,"['现在', '了解', 'A6L', '在', '40', '万多', '点', '不到', '41', '万', '还', '能', '优惠', '吗']",A6,4,4,1
191,83,2,【空】,【空】,相同,non,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['好'],A6,7,7,1
192,83,3,【空】,【空】,相同,non,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['再见'],A6,7,7,1
193,83,4,收到，尽快联系您！,【_店地址】,不同,non,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['13864177893'],A6,12,1,0
194,84,1,落地XX万左右。,落地XX万左右。,相同,落地价问题,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['Q5L40', '豪华', '动感', '落地', '多少', '米', '?']",Q5L,0,0,1
195,84,2,【空】,【空】,相同,non,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['29', '万多', '不用', '留', '联系方式']",Q5L,7,7,1
196,84,3,【空】,【空】,相同,non,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['贵', '了', '别家', '26', '落地', '。']",Q5L,7,7,1
197,84,4,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['13589003567'],Q5L,1,1,1
198,85,1,新车还是二手车？,新车还是二手车？,相同,落地价问题,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['你', '能', '直接', '给', '我', '报', 'A4', '吗', '？']",A4,3,3,1
199,85,2,哪个配置？,哪个配置？,相同,落地价问题,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['新车'],A4,4,4,1
200,86,1,新车还是二手车？,新车还是二手车？,相同,贷款问题,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['你好', '我', '问', '一下', 'A4', '一般', '话', '大概', '多少', '钱', '？', '分期', '话', '首付', '多少', '每个', '月', '还', '多少']",A4,3,3,1
201,86,2,落地XX万左右。,落地XX万左右。,相同,落地价问题,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"['时尚', '动感', '落地', '28.6', '左右', '可以', '？']",A4,0,0,1
202,86,3,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['18268985453'],A4,1,1,1
203,87,1,新车还是二手车？,新车还是二手车？,相同,落地价问题,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['A6', '指导价', '多少']",A6,3,3,1
204,87,2,落地XX万左右。,落地XX万左右。,相同,落地价问题,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,['二手车'],A6,0,0,1
205,88,1,落地XX万左右。,落地XX万左右。,相同,落地价问题,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['A8', '~', '50', '落地', '多少', '钱', '我', '是', '青州']",A8,0,0,1
206,88,2,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['13562650321'],A8,1,1,1
207,89,1,目前优惠XX个点。,目前优惠XX个点。,相同,优惠问题,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"['A4L', '时尚', '动感', '或者', '豪华', '动感', '目前', '优惠', '多少', '？']",A4,9,9,1
208,89,2,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['15181742327'],A4,1,1,1
209,90,1,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['15965481848'],空,1,1,1
210,91,1,新车还是二手车？,新车还是二手车？,相同,现车问题,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"['你好', '美女', 'A3', '有货', '吗']",A3,3,3,1
211,91,2,哪个配置？,哪个配置？,相同,现车问题,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['新车'],A3,4,4,1
212,92,1,您想咨询哪款车型？,您想咨询哪款车型？,相同,non,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['你好'],空,2,2,1
213,92,2,【留资】,【留资】,相同,non,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['预订', '大概', '等', '多久']",空,6,6,1
214,93,1,新车还是二手车？,新车还是二手车？,相同,现车问题,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"['有', '奥迪', 'A4L', '吗', '？', '私信', '我']",A4,3,3,1
215,93,2,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['15098906678'],A4,1,1,1
216,93,3,【空】,【空】,相同,non,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,"['把', '奥迪', '新', 'A6L', '信息', '发', '我', '下']",A6,7,7,1
217,93,4,【空】,【空】,相同,non,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['我', '看看', '配置']",A6,7,7,1
218,94,1,【留资】,【留资】,相同,贷款问题,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['豪华', '动感', 'Q5', '首付', '多少', '钱', '？']",Q5,6,6,1
219,95,1,有的/目前没有，但是很快就到/我们店没这款车。,有的/目前没有，但是很快就到/我们店没这款车。,相同,现车问题,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"['A6', '旅行', '55', '有', '吗', '？']",A6,10,10,1
220,96,1,哪个配置？,哪个配置？,相同,优惠问题,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,"['近期', '买车', '奥迪', 'A6L', '多少', '钱', '？', '全', '优惠', '多少', '？', '办', '分期', '优惠', '多少', '？', '办', '分期', '是', '走', '银行', '还是', '你们', '公司', '金融', '？']",A6,4,4,1
221,96,2,目前优惠XX个点。,目前优惠XX个点。,相同,优惠问题,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['中配'],A6,9,9,1
222,96,3,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['13111334256'],A6,1,1,1
223,97,1,【留资】,您想咨询哪款车型？,不同,non,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"['你好', '我', '想', '请问', '一下', '目前', '哪车', '最火', '啊']",空,2,6,0
224,98,1,【店里统一分配顾问】,【店里统一分配顾问】,相同,non,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['可以', '直接', '加', '销售', '顾问', '微信', '吗', '？']",空,5,5,1
225,98,2,【店里统一分配顾问】,【店里统一分配顾问】,相同,non,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['想', '直接', '加', '工作人员', '微信']",空,5,5,1
226,99,1,【留资】,【留资】,相同,non,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,"['能', '不能', '介绍', '下', 'A6', '配置']",A6,6,6,1
227,99,2,哪个配置？,哪个配置？,相同,落地价问题,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['A6', '新车']",A6,4,4,1
228,100,1,落地XX万左右。,落地XX万左右。,相同,落地价问题,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['你好', '想', '咨询', '一下', 'Q2L', '时尚', '致雅', '现在', '落地', '大概', '多少', '、']",Q2L,0,0,1
229,100,2,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['15275458253', '手机', '微信', '同号']",Q2L,1,1,1
230,101,1,哪个配置？,哪个配置？,相同,落地价问题,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['奥迪', 'A3L', '落地', '多少', '？']",A3L,4,4,1
231,101,2,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['13903263233'],A3L,1,1,1
232,102,1,【店里统一分配顾问】,【店里统一分配顾问】,相同,non,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['不是', '说', '了', '加微信', '吗', '？', '客服', '没', '人理', '我']",空,5,5,1
233,103,1,您想咨询哪款车型？,您想咨询哪款车型？,相同,non,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['好', 'OK']",空,2,2,1
234,103,2,哪个配置？,哪个配置？,相同,落地价问题,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,['A8L'],A8L,4,4,1
235,104,1,落地XX万左右。,落地XX万左右。,相同,落地价问题,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['Q3', '时尚', '动感', '35']",Q3,0,0,1
236,104,2,【留资】,【留资】,相同,贷款问题,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['可以', '贷', '吗']",Q3,6,6,1
237,104,3,目前优惠XX个点。,目前优惠XX个点。,相同,优惠问题,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"['现在', '有', '啥', '优惠', '吗', '？']",Q3,9,9,1
238,104,4,【空】,【空】,相同,non,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['好', '谢谢']",Q3,7,7,1
239,104,5,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['这', '是', '我', '联系方式', 'WEIXIN', '_', '123']",Q3,1,1,1
240,105,1,【留资】,【留资】,相同,non,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,"['A4', '灰色', '订车', '等', '多久']",A4,6,6,1
241,105,2,【空】,【空】,相同,non,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['好'],A4,7,7,1
242,105,3,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['VX', '：', 'XINYUAILAIFU']",A4,1,1,1
243,106,1,【留资】,【留资】,相同,non,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,"['Q2L', '想', '了解', '一下']",Q2L,6,6,1
244,107,1,您想咨询哪款车型？,您想咨询哪款车型？,相同,non,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"['你好', '?', '?', '?', '?']",空,2,2,1
245,107,2,【留资】,【留资】,相同,non,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"['A4L', '能接', '华为', '手机', '吗']",A4,6,6,1
246,108,1,您想咨询哪款车型？,您想咨询哪款车型？,相同,non,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"['想', '了解', '一下']",空,2,2,1
247,109,1,【留资】,【留资】,相同,non,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,"['Q5L', '除了', '黑色', '还有', '哪些', '颜色']",Q5L,6,6,1
248,109,2,【留资】,【留资】,相同,non,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['我', '是', '玩', '改装', '有', '门店', '可以', '改装', '吗']",Q5L,6,6,1
249,110,1,您想咨询哪款车型？,您想咨询哪款车型？,相同,non,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"['可以', '把', '我拉进', '粉丝团', '吗', '？']",空,2,2,1
250,110,2,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['19239487465', '谢谢']",空,1,1,1
251,111,1,哪个配置？,哪个配置？,相同,落地价问题,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['奥迪', 'A6L', '现在', '落地', '价是', '多少']",A6,4,4,1
252,111,2,落地XX万左右。,落地XX万左右。,相同,落地价问题,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"['45', '动感']",A6,0,0,1
253,111,3,目前优惠XX个点。,目前优惠XX个点。,相同,优惠问题,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"['这', '有点', '超预算', '了', '不能', '更', '优惠', '点', '吗']",A6,9,9,1
254,111,4,【留资】,【留资】,相同,贷款问题,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['有', '无息', '吗']",A6,6,6,1
255,112,1,落地XX万左右。,落地XX万左右。,相同,落地价问题,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['A3L', '中配', '主播', '说', '21', '落地', '吗']",A3L,0,0,1
256,112,2,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['88890888'],A3L,1,1,1
257,113,1,【留资】,您想咨询哪款车型？,不同,non,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"['订车', '等', '多久']",空,2,6,0
258,114,1,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['18805480000'],空,1,1,1
259,115,1,您想咨询哪款车型？,您想咨询哪款车型？,相同,non,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['你好', '我', '提过', '了']",空,2,2,1
260,115,2,哪个配置？,哪个配置？,相同,落地价问题,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,['A4L'],A4,4,4,1
261,116,1,哪个配置？,哪个配置？,相同,落地价问题,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['问', '一下', '奥迪', 'A3', '什么', '价']",A3,4,4,1
262,116,2,落地XX万左右。,落地XX万左右。,相同,落地价问题,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['低配'],A3,0,0,1
263,116,3,【空】,【空】,相同,non,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['实力', '不', '允许', '啊']",A3,7,7,1
